,weibo_context,weibo_time,like_num,user
2921,"#肖战# 肖战平安顺遂#肖战余生请多指教#

看一眼就会上瘾的人啊

@X玖少年团肖战DAYTOY L养一个樂哆的微博视频",10月22日 23:01,3,73.0
2922,"#肖战# 肖战平安喜乐顺顺利利#支持肖战代言##肖战余生请多指教#

听过最温暖的话是你说的“晚安，我在”
为了这句话 也会一直陪着你
就算与全世界背道而驰也会毫不犹豫

@X玖少年团肖战DAYTOY L养一个樂哆的微博视频",10月22日 23:00,1,73.0
2923,"#肖战# 肖战#肖战余生请多指教#

看看帅哥的笑容有多治愈！
看着嘴角都会不由的上扬

@X玖少年团肖战DAYTOY L养一个樂哆的微博视频",10月22日 22:49,1,73.0
2924,"#肖战# #肖战余生请多指教#

都来看练歌的大帅哥 ！！

@X玖少年团肖战DAYTOY L1005号肥虾饲养部的微博视频",10月22日 22:47,赞,73.0
2925,"我也是我也是！
@X玖少年团肖战DAYTOY
#肖战#",10月21日 08:34,1,73.0
2926,"努力更爱你
分享@X玖少年团肖战DAYTOY 的@绿洲 动态：
努力搬砖！O绿洲",10月17日 18:33,2,73.0
2927,"杭州今天好冷
带男朋友出来买件衣服#肖战#
@X玖少年团肖战DAYTOY",10月16日 11:34,3,73.0
2928,#虾 什么事情都想告诉帅哥肖战# 时隔多年我又换壁纸了，这张照片当壁纸真是太巴适了，落泪@X玖少年团肖战DAYTOY,10月14日 23:31,1,73.0
2929,甩锅侠实锤了，真是颠覆了我对大学老师的认知，明明自己工作出问题了，一个劲挑别人的毛病，但凡你真的开会了，你真的发对表格了，你改了表格让别人正式通知了，你真的有说过不选科技委员了，我不可能没听见没看见，我一个二十岁的小女孩还不至于痴呆吧，自己没这个工作能力当什么辅导员啊真的是，脾气 ...展开全文c,10月12日 12:32,赞,73.0
2930,"肖战壁纸超话肖战#肖战余生请多指教#

“分享喜欢”

@X玖少年团肖战DAYTOY",10月7日 10:45,3,73.0
2931,"#愿君安#

愿君安 最简单的心愿

@X玖少年团肖战DAYTOY",10月6日 01:12,4,73.0
2932,"#肖战吹蜡烛#

又帅又可爱
不愧是二九十八岁的小孩子

@X玖少年团肖战DAYTOY",10月6日 01:02,2,73.0
2933,"#肖战吹蜡烛#

所有的愿望都总结为
平安喜乐 顺顺利利

@X玖少年团肖战DAYTOY",10月6日 01:01,10,73.0
2934,"#肖战吹蜡烛#xz#肖战#

我也想给哥哥抹蛋糕
@X玖少年团肖战DAYTOY

L兔毛栽培队的微博视频",10月6日 01:00,3,73.0
2935,"#肖战吹蜡烛#肖战#肖战#

宝贝战天天开心 不止生日

@X玖少年团肖战DAYTOY",10月6日 00:59,1,73.0
2936,"#肖战吹蜡烛#xz#肖战#

吹蜡烛的样子可爱极了 真的像个小孩子

@X玖少年团肖战DAYTOY L兔毛栽培队的微博视频",10月6日 00:58,4,73.0
2937,呜呜呜呜杭州有生日趴嘛，想参加,10月5日 18:18,赞,73.0
2938,"我敲我敲我敲！
这衣服怎么回事 未成年要穿好衣服的
#肖战##肖战1005生日快乐##肖战 给29岁的我#",10月5日 12:16,1,73.0
2939,"#肖战 给29岁的我#
肯定谎报年龄了",10月5日 11:08,1,73.0
2940,"#肖战1005生日快乐#
29岁的演员肖战，你好啊🌹
〖祝29岁的肖先生 生日快乐🎂
          平安喜乐 顺顺利利 永远开心〗
我永远爱你@X玖少年团肖战DAYTOY",10月5日 00:00,赞,73.0
2941,"系统默认 精选
不愧是我看上的男人#肖战1005生日快乐#",10月3日 22:58,1,73.0
2942,我刚刚在#星光大赏# 为 @X玖少年团肖战DAYTOY  贡献星光，一起@腾讯视频 送我去现场为爱豆打call！ O星光大赏星光能量榜,10月1日 23:08,赞,73.0
2943,"我为@X玖少年团肖战DAYTOY  贡献星光，疯狂艾特@腾讯视频,快送我去#星光大赏# 现场为爱豆打call！ O星光大赏星光能量榜",10月1日 23:08,赞,73.0
2944,#肖战# 深夜福利 晚睡的快乐,10月1日 00:26,3,73.0
2945,#肖战出道四周年快乐# 战战出道四周年快乐哈，还是那个熟悉的味道@X玖少年团肖战DAYTOY #肖战余生请多指教# L养一个樂哆的微博视频,9月28日 08:47,赞,73.0
2946,,9月24日 00:37,赞,73.0
2947,"每日土味 #肖战我喜欢你#
我：“肖战我最近看你总是头很晕”
肖战：“为什么”
我：“因为爱情使人头昏脑胀”

@X玖少年团肖战DAYTOY  哥哥晚安",9月22日 23:43,4,73.0
2948,坚果，你爹出轨了，这怎么能忍#肖战代言小鹿茶#,9月21日 15:19,1,73.0
2949,刚肝完作业，蔡丁我爱你，要明天抽空看你了呜呜呜,9月21日 01:30,赞,73.0
2950,蔡丁我爱你蔡丁我爱你蔡丁我爱你网上见呐#最美逆行者之幸福社区#,9月20日 09:25,赞,73.0
2951,"#OPPO未来科技大会# 发布了OPPO X 2021卷轴屏概念机、AR眼镜和CybeReal技术！什么什么？！担心自己错过一个亿？没关系，看小O准备的一张图，马上读懂所有概念产品
#OPPO卷轴屏概念机#",今天 19:41,293,74.0
2952,当虚拟世界和真实世界的边界不再明显，科技的边界会在哪里？OPPO AR Glass 2021 ，带你去看增强现实该有的样子。#OPPO未来科技大会# LOPPO的微博视频,今天 17:32,344,74.0
2953,【OPPO X 2021卷轴屏概念机】是我们对手机形态的全新探索，其中搭载一块伸缩自如，可大可小的无级OLED柔性卷轴屏，最小6.7英寸、最大可至7.4英寸。在大小屏切换的过程中实现了几乎“零折痕”的屏幕效果，无论怎么刷，屏幕都一样平整顺滑。#OPPO未来科技大会#  LOPPO的微博视频,今天 17:08,3066,74.0
2954,【OPPO CybeReal】全时空间计算AR应用，集成了高精数字建模、AI、云计算、图形渲染和5G技术，将真实世界和虚拟世界无缝融合，以增强现实的方式为用户呈现基于物理世界之上的、更丰富的数字信息。它拥有灵敏、高效的定位能力，实现了毫秒级的实时定位，以及厘米级、1度以内的定位精度。 ...展开全文c,今天 16:58,263,74.0
2955,【OPPO AR Glass 2021】采用“分体式设计”，体积轻巧，佩戴舒适。连接Find X2 Pro使用，共享至强的骁龙™865芯片，带来更快更便捷的使用体验。同时，它支持多元应用，比如爱奇艺XR，配合Birdbath光学方案，即可带来在3米外观看90寸大电视的观感；京东AR提供虚拟家居搭配体验；还能进行多人MOBA和AR塔 ...展开全文c,今天 16:53,175,74.0
2956,【50W超闪“饼干”充电器开售】大家期待的50W超闪“饼干”充电器将于12月12日线上开售！让它正式开启万物皆可闪充的时代，今后你的所有电子设备，可能只用一个充电器就够了。#OPPO未来科技大会#,今天 16:47,250,74.0
2957,"【3+N+X】为了构建万物互融的世界，OPPO公布 “3+N+X”的科技跃迁战略。我们希望，将复杂的技术留给自己，将技术带来的便利送给用户们！
①   “3”就是硬件、软件、服务三大基础技术能力；
②   “N”代表AI、安全隐私、多媒体等多个能力中心；
③   “X”意为AR、闪充、影像、新形态等差异化技术。 ...展开全文c",今天 16:41,125,74.0
2958,【新冠肺炎辅助诊断平台】OPPO开发了一套新冠肺炎辅助诊断科研平台，实现了99.76%的识别准确率。该平台为医疗科研工作者提供了成熟的深度学习框架，并将免费捐赠或开放给医疗机构，为常态化的疫情防控打造更快速有效的筛查工具，用以辅助诊断过程。谨此向广大医疗工作者表示最高的敬意与谢意！ ...展开全文c,今天 16:32,237,74.0
2959,OPPO一年一度的未来科技大会即将召开，将与你分享OPPO对科技的最新思考和创新成果，一起探索未来科技生活。#OPPO未来科技大会#   LOPPO的微博直播,今天 10:34,10891,74.0
2960,"O今天下午16点 ， 来#OPPO未来科技大会#直播间一起探索未来的更多可能。

看直播戳↓
官网：O网页链接
B站：O网页链接
腾讯视频： O网页链接
爱奇艺：O网页链接...展开全文c",今天 10:01,205,74.0
2961,"全面屏？折叠屏？手机还能怎么变大？
OPPO全新概念手机，大得出其不意！
#OPPO未来科技大会#11月17日下午16点直播，我们不见不散。 LOPPO的微博视频",11月16日 19:57,2384,74.0
2962,"不成体系的色彩管理，会令一块优秀的屏幕表现得犹如半成品。那么，什么是完美的？
#OPPO未来科技大会#  11月18日中国•深圳 我们一起探讨全链路的色彩管理！",11月16日 14:06,468,74.0
2963,"大屏？小屏？无限屏？未来你的手机或许可以收放自如。
#OPPO未来科技大会#  11月17日中国•深圳 OPPO概念机等你来体验！",11月16日 10:00,588,74.0
2964,"这是打开数字世界的一个窗口，不止于定位导航，还有更多虚拟世界的娱乐场景。
#OPPO未来科技大会#  11月17日中国•深圳 OPPO全时空间计算AR应用等你来体验！",11月13日 14:00,240,74.0
2965,"更丰富的交互方式？更舒适的佩戴体验？坐在3米外享受90寸大屏的沉浸感？
#OPPO未来科技大会#  11月17日 中国•深圳 第二代OPPO AR眼镜等你来体验！",11月13日 10:00,286,74.0
2966,"【转发并关注@OPPO 抽一个O粉送手环】
🔥O买嘎！！！前方传来一组双11小O速递：
有手速达人把K7x加购付款只花了1s
也有羊毛大师省下了一台超能续航K7x
OPPO京东粉丝一天涨了300W~
……
O粉们也太会剁手了吧，大家的钱包都还好吗？#5G换机 亿省到底#",11月12日 20:01,415,74.0
2967,"科技为人，以善天下。

#OPPO未来科技大会# 11月17日，敬请期待。",11月12日 14:00,406,74.0
2968,"【转发并关注@OPPO  抽送一个Enco W51耳机】
科技极速发展，跨越式创新正带来全新融合体验。
未来，我们将去往何方，科技会为我们带来怎样的想象？

#OPPO未来科技大会#  11月17日，我们一起探讨！",11月12日 10:00,2436,74.0
2969,"OPPO双十一疯抢24小时
K7稳居京东平台1500-2000价位段单品第一！",11月11日 01:26,280,74.0
2970,"【K7x开售，今日购机立减100！转发并关注@OPPO 抽送一台K7x】
超能5G新机K7x今日到手价1399元，双十一狂欢开启！
①30W VOOC闪充 ②5000mAh超大电池
③90Hz电竞屏 ④4800万超清四摄
还有更多双十一福利，购买链接↓
【欢太商城】O网页链接
【京东】 NOPPO K7x 双模5G 4800万四摄 5000mAh长续航 9... ...展开全文c",11月11日 00:00,730,74.0
2971,"超闪能量棒内的四段隐秘装备到底是什么？
快来一起get充能“神装”的正确打开方式！

即日起到11月11日上OPPO官方旗舰店，不仅可以抽手机免单，更有机会获得士力架限量联名周边！更多详情戳N【0.01元秒杀】OPPOx士力架联名超闪能量棒秒杀 LOPPO的微博视频",11月10日 18:58,321,74.0
2972,"【转发抽送和平精英周边礼包】
#2020PEC#2020年11月14日至15日，PEC和平精英国际冠军杯将在上海东方体育中心盛大开启！11月11日，@PEL和平精英职业联赛 携手OPPO开启ACE王牌战备之夜，以更多福利喊你进圈！转发并评论本条微博，小O将在评论中抽取位5位幸运特种兵获得和平精英周边大礼！双11当天上苏宁 ...展开全文c",11月10日 17:02,158,74.0
2973,"【关注@OPPO 并转发抽1位幸运鹅送Enco W31耳机！】
#5G换机 亿省到底#
双11最后倒计时啦！各种福利折扣再加码，终极狂欢，期待就完事！福利猛戳
【京东】O网页链接
【天猫】OPPO官方旗舰店
【苏宁】O网页链接",11月10日 14:28,363,74.0
2974,"双十一狂欢继续！超级闪充，拯救“机”饿！
即日至11月11日，来OPPO天猫官方旗舰店，参与活动赢士力架限量周边>O网页链接",11月6日 18:28,161,74.0
2975,"【转评赞并关注@OPPO 送5个太空O小玩偶！】
2个月前，我们搜集了100位用户的留言，将这些话以语音方式送去了太空，
2020年11月6日，OPPO校园语音搭载的卫星搭载长征六号火箭成功发射！
探索无止境，Find X2 Pro 为你记录这珍藏的时刻。
#相信年轻的力量# LOPPO的微博视频",11月6日 14:58,996,74.0
2976,"【关注并转发，抽一位送超闪能量棒+巧克力mini充电宝】
整点“来劲儿”新装备！我们携手士力架推出
充能“神装”：超闪能量棒+巧克力mini充电宝
随时随地应急补充手机电量！

11.06至11.11来OPPO官方旗舰店，抢限量周边、天天抽手机免单！更多活动信息可戳>O网页链接",11月5日 19:20,1737,74.0
2977,"【转发+关注为公益助力，抽1位送同款耳机】
#OPPOx爱的分贝# 关注听力障碍儿童，OPPO Enco X 竹韵版联合北京爱的分贝公益基金会，首批将资助10位听障儿童更换人工耳蜗体外机，帮助他们听到更清楚、更丰富的声音。",11月5日 16:06,491,74.0
2978,"【K7x超耐久测试】拥有5000mAh超大电池的K7x可以连续开黑多久？实测告诉你
超能续航K7x将于双十一当天开售，现在预定立减100，到手价1399元，预定戳：O网页链接
LOPPO的微博视频",11月5日 09:59,227,74.0
2979,"【参与晒单活动赢万元大礼】
小O又双叒叕来送福利啦！！！
即日至11月12日，带#5G换机 亿省到底#话题并转发本微博参与晒单活动
抽1位双十一薅羊毛小能手
送价值超10000元的大大大大礼包
让你的羊毛超级再加倍！！！
...展开全文c",11月4日 19:31,236,74.0
2980,"【转评赞并关注@OPPO 抽送一个Enco W31耳机】
一张图读懂OPPO K7x
双模5G、30W闪充、超大电池、超清拍照、高刷屏幕…拒绝短板，“我全都要”。
现在预定减100，11.11到手价仅1399元，预定戳NOPPO K7x 双模5G 4800万四摄 5000mAh长续航 9...",11月4日 12:00,3199,74.0
2981,"【K7x超能发布看这里，转评赞并关注@OPPO 抽送一台K7x】
30W VOOC闪充，超能充；
5000mAh大电池，超能玩；
90Hz刷新率，超能流畅；
180Hz触控采样率，超能秀操作…
当然还有11.11超值价格，现在预定减100元：O【新品上市 预定立减100】OPPO K7x 双模5G手...
LOPPO的微博视频",11月4日 09:35,4514,74.0
2982,"Battle？来！
伤害再高，也没我回血快！
OPPO超闪能量棒，助你快速补充能量。
@士力架中国

（片尾有彩蛋，评论区的课代表们请开始你们的表演 LOPPO的微博视频",11月3日 17:16,607,74.0
2983,"你身边也有这样的好友吗？
临到推塔就挂机、朋友约局花式“鸽”，
闪充一下，恢复状态，做个人！
@ 他们赶紧送出能量棒！ LOPPO的微博视频",11月3日 16:15,1320,74.0
2984,"超级闪充，横扫“机”饿！
朋友，来一根超闪能量棒吗？

评论区尽管来猜里面有_____？
本O保证你们猜不到",11月3日 15:10,257,74.0
2985,"OPPO K7x
11月4日 9:30， 超能发布  
观看地址：OPPO官方微博 OPPO官方B站 LOPPO的微博视频",11月3日 14:15,198,74.0
2986,"闪充哪家强？懂的都懂；
30W VOOC闪充4.0， 搭配5000mAh超大电池，
让你少充会儿，还能多玩会儿。O
明天早上9:30 ， 看K7x更多惊（zhēn）喜（xiāng）",11月3日 10:00,290,74.0
2987,"这次65W超级闪充遇见了@士力架中国，
发生了很多有趣的故事。O
明天15点 ， 充电，我们来真的！

你觉得充电对你来说最重要的是__________？",11月2日 15:00,320,74.0
2988,"90Hz画面流畅看久了会上瘾，
180Hz触控采样率操控更自如。
不止这些，CD时间已到，11月4日，
看OPPO K7x放大招。",11月2日 10:00,473,74.0
2989,"OPPO双11开门红第二弹
Reno4 SE 稳居天猫2000-2500价位段手机第一！！",11月1日 12:54,681,74.0
2990,"OPPO 双11开门红
强势开局
K7 手机销量稳居京东平台
1500-2000价位段第一！！",11月1日 01:33,457,74.0
2991,不给糖的话，小O就带着超闪怪兽去你家捣蛋！#万圣节组团捣蛋#,10月31日 19:16,224,74.0
2992,"【关注@OPPO 并转评赞抽1位幸运鹅送Enco W31耳机！】
#5G换机 亿省到底#
双11开门红即将开启！小O喊你来付尾款了！福利都准备好了，今晚不见不散！
【欢太商城】O网页链接
【京东】O网页链接
【天猫】OPPO官方旗舰店
【苏宁】O网页链接",10月31日 16:30,883,74.0
2993,"2020英雄联盟全球总决赛之夜，OPPO来助力一波欧气！
转发此微博，并在评论区用各种表情为苏宁战队加油，小欧随机抽两台OPPO Watch英雄联盟限定版！我来打个样↓↓↓
🦁️⛽️
🦁️🐔🦈1⃣ 🐉
🅾️🅿️🅿️🅾️👉1⃣️0⃣ 0⃣ 0⃣
10月31日决赛之夜上苏宁易购上OPPO直播间 ...展开全文c",10月30日 21:46,704,74.0
2994,O今晚7点 ， 锁定【薇娅viya】淘宝直播间，购买OPPO Reno4 SE享三重好礼！,10月30日 17:00,146,74.0
2995,"#OPPO 11.11 5G狂欢# 倒计时2天！
小O带着官方补贴来了！
10月30日至11月11日，每日20:00，OPPO京东自营官方旗舰店限量秒杀1111元大额券包，限指定商品使用，部分券还可以叠加，拼手速的时候到了！
更有各种百元神券，超级划算，速速来抢：
【京东】O网页链接
【天猫】OPPO官方旗舰店
...展开全文c",10月30日 15:03,72,74.0
2996,现在就去学,25分钟前,4,75.0
2997,我对艾因一心一意,36分钟前,12,75.0
2998,大吉就是我抽三次三个蚵仔煎吗？,42分钟前,1,75.0
2999,一定是鸭鸭和豆汁 这次不会猜错的,48分钟前,3,75.0
3000,食物语手游超话美食化魂，一味倾心。色香满溢的浪漫冒险，邀你共赴！,60分钟前,1,75.0
3001,我是不是有问题？第一次知道食物语有UID,60分钟前,3,75.0
3002,桃花粥你别闪避了 本来我的伤害就不高,今天 21:05,1,75.0
3003,不知道为什么我感觉有点像鸭鸭（？）,今天 20:54,赞,75.0
3004,所以 饼呢,今天 20:50,赞,75.0
3005,食物语 这 就是 联动 吗？,今天 20:50,赞,75.0
3006,"啊 让玩家自己搞立绘 皮肤 音乐
食物语 这就是饼吗？",今天 20:48,赞,75.0
3007,如果我会画画 我一定去投稿冰糖葫芦七花皮,今天 20:47,2,75.0
3008,行 吧,今天 20:10,3,75.0
3009,草 你不是无缝连接吗 饼呢？,今天 19:30,3,75.0
3010,"啊 早上八点考试
行 吧",今天 19:14,12,75.0
3011,这个挺适合我的（bushi,今天 02:34,26,75.0
3012,？已经七十五天了 桉桉和食物语的父子关系实锤了,今天 00:39,4,75.0
3013,"时差害人 这儿才八点
（一是艾因 二是营业悖论 三是我的超话）",今天 00:35,3,75.0
3014,命运牵引，启程向你。#时空中的绘旅人#,11月16日 23:56,3,75.0
3015,二十一号什么时候到啊,11月16日 23:23,1,75.0
3016,关注再取关的人想干嘛？,11月16日 22:32,1,75.0
3017,能看见吗？O网页链接,11月16日 22:12,2,75.0
3018,别限流了 行不行？O网页链接,11月16日 22:11,赞,75.0
3019,想问一下首页的艾因好感度多少/等级几级,11月16日 21:08,11,75.0
3020,食物语超话里的是不是什么都能嗑？,11月16日 21:03,3,75.0
3021,O-小桉爱小源-我说的就是某些觉得腐比梦和乙高一等的傻逼,11月16日 20:59,5,75.0
3022,食物语不是乙游但也不是腐游望周知,11月16日 20:55,275,75.0
3023,书店也有粉丝？,11月16日 20:10,3,75.0
3024,现在是11.16北京时间8点05食物语还没发饼,11月16日 20:05,3,75.0
3025,食物语的确不是乙女但也不是腐游,11月16日 19:54,22,75.0
3026,食物语为什么还没发饼,11月16日 19:13,2,75.0
3027,"给我推点番吧
考完试就看（？）",11月16日 01:55,2,75.0
3028,说着要复习结果我就打开了b站…,11月16日 01:37,2,75.0
3029,我好懒,11月16日 01:30,赞,75.0
3030,给自己复习也很烦（就是不想复习）,11月16日 00:48,1,75.0
3031,啊 没有比帮人复习更烦的事了,11月16日 00:36,赞,75.0
3032,今天我能挖到笋吗？,11月15日 21:59,5,75.0
3033,评论先不回复了 1-4我来了,11月15日 21:55,4,75.0
3034,有—人—吗—？,11月15日 21:48,2,75.0
3035,行 吧,11月15日 21:44,3,75.0
3036,"#刘雨昕咪咕汇solo舞台#
刘雨昕舞台卡点混剪
舞台上魅力百变的全能ACE！期待刘雨昕solo舞台@THE9-刘雨昕 L娱乐热头条的微博视频",38分钟前,184,76.0
3037,"#肖战正能量艺人#
世界各地粉丝跟着肖战做公益！
从救灾捐款，到日常爱心餐食，到救助流浪动物，一点一滴的汇集成爱的光束！拥抱让爱更有意义，世界带着爱去前进 ❤️#肖战#@X玖少年团肖战DAYTOY",今天 21:08,865,76.0
3038,"寻艺品牌星指数新一期周榜公布
刘雨昕携手新代言登顶榜单TOP1！成团后共解锁了13个商务代言（含大使等），个人8个商务代言！最佳代言人刘雨昕大写的优秀@THE9-刘雨昕",今天 19:32,394,76.0
3039,时代少年团马嘉祺、宋亚轩、刘耀文、张真源、严浩翔、贺峻霖对丁程鑫说“小唯，叫我哥哥可好”，哈哈哈哈哈哈团内氛围好有爱 L娱乐热头条的微博视频,今天 19:29,28,76.0
3040,"#肖战粉丝公益倡导#
肖战粉丝第14次公益倡导！
用心做公益的道路上，肖战和粉丝都好棒@X玖少年团肖战DAYTOY",今天 16:44,1253,76.0
3041,"#杨洋你是我的荣耀#
杨洋《你是我的荣耀》最新路透，于途太帅了吧@杨洋   L娱乐热头条的微博视频",今天 16:42,91,76.0
3042,鹿晗录制综艺毫无偶像包袱，素颜怼脸拍不在怕的，这状态更像18岁 °鹿晗录制综艺毫无偶像包袱，素颜怼脸拍不在怕...,今天 16:00,10,76.0
3043,20亿阅读！肖战数据再创记录，火爆的背后是大众对三观的支持 °20亿阅读！肖战数据再创记录，火爆的背后是大...,今天 15:52,1647,76.0
3044,"鹿晗一秒变造型哈哈哈哈哈可爱
#鹿晗哈哈哈哈哈# @M鹿M",今天 13:48,27,76.0
3045,华晨宇新代言预热，将解锁今年的第15个代言！平均21天就会官宣一个新代言！商业价值和品牌影响力不断认证，最佳代言人华晨宇🐂@华晨宇yu,今天 13:41,45,76.0
3046,"#刘雨昕潮流合伙人#
刘雨昕《潮流合伙人2》第一期预告～
期待潮流合伙人刘雨昕@THE9-刘雨昕 L娱乐热头条的微博视频",今天 13:36,75,76.0
3047,"#风起洛阳开机#
王一博新剧《风起洛阳》上班饭拍
预祝开机顺利，万事大吉！期待百里弘毅@UNIQ-王一博 L娱乐热头条的微博视频",今天 10:15,241,76.0
3048,"李易峰V榜持续保持【第一】蝉联十连冠！
《隐秘而伟大》开播后各榜单持续第一，热度口碑高升不下，顾耀东值得@李易峰 #李易峰顾耀东#",今天 10:09,150,76.0
3049,"华晨宇今日活动现场饭拍
快来收下来自花花式的独特比心♥️@华晨宇yu",11月16日 22:46,416,76.0
3050,"#刘雨昕潮流合伙人#
没想到吧！白天被送走的巴适晚上又回到了刘雨昕的怀里了！
胖柯：我只是去洗了个澡 L娱乐热头条的微博视频",11月16日 22:42,149,76.0
3051,"晨艺长沙之窗应援
小野兽：王晨艺首张专辑《WILD》大热，跟快乐大本营向快乐出发，《哈哈哈哈哈》收视长虹！能唱能跳能创作的王晨艺，必须未来可期呀#王晨艺WILD# @晨艺",11月16日 22:37,156,76.0
3052,公益与爱同行！肖战与粉丝们又一善举，获得了无数网友的称赞 °公益与爱同行！肖战与粉丝们又一善举，获得了...,11月16日 22:08,3295,76.0
3053,实力温柔 人间清醒——刘雨昕 °实力温柔 人间清醒——刘雨昕,11月16日 21:37,48,76.0
3054,华晨宇刚出关就上热搜，把商演变成了个人演唱会，新生代王者回归 °华晨宇刚出关就上热搜，把商演变成了个人演唱...,11月16日 21:33,67,76.0
3055,杨洋《你是我的荣耀》路透流出，全黑造型出镜，生图下的侧颜真的绝了 °杨洋《你是我的荣耀》路透流出，全黑造型出镜...,11月16日 21:31,26,76.0
3056,刘宇宁新剧《说英雄谁是英雄》开机，首次尝试武侠风，祝拍摄顺利！ °刘宇宁新剧《说英雄谁是英雄》开机，首次尝试...,11月16日 21:19,213,76.0
3057,华晨宇新歌再破纪录，90后歌手排名第一，央视人民日报高度点赞 °华晨宇新歌再破纪录，90后歌手排名第一，央视...,11月16日 21:10,47,76.0
3058,如果你打算黑肖战，请先耐心看完他说过的这些话 °如果你打算黑肖战，请先耐心看完他说过的这些话,11月16日 20:36,5552,76.0
3059,"#鹿晗哈哈哈哈哈#
哈哈哈哈哈播出两集，鹿晗三次拿下v榜第一，并蝉联两天v榜第一，连续两天拿下热综艺人日榜第一，哈哈哈哈哈热播综艺日榜第一，连续四天综艺播放指数第一，还拿下猫眼综艺播放量冠军，猫眼全网热度冠军@M鹿M #哈哈哈哈哈#",11月16日 19:42,26,76.0
3060,"刘雨昕潮流合伙人饭拍
熏熏遛狗日常结束，因为这只胖狗，被送走了@THE9-刘雨昕 #刘雨昕潮流合伙人#",11月16日 19:41,113,76.0
3061,"#肖战经纪人回应#拒绝造谣，支持维权！
自导自演？自己写自己，自己举报自己，再自己狙自己工作，然后再自己诉讼自己刑事案件？黑公关真的降智",11月16日 13:19,7114,76.0
3062,肖战粉丝为宜宾市屏山县龙华镇铜厂村四组捐建的“战放路-龙洞坪公路”竣工！历时3个多月，全长约 2.5公里！让爱与公益同行，满满的正能量好棒#肖战# @X玖少年团肖战DAYTOY,11月16日 11:27,1950,76.0
3063,恭喜鹿晗继续登顶V榜艺人新媒体指数综艺嘉宾榜单TOP1！哈哈哈哈哈登顶综艺播放指数TOP1！达成榜单两连冠！大写的优秀@M鹿M,11月16日 11:22,253,76.0
3064,"新一期百科明星人气榜公布
刘雨昕继续登顶内地女明星榜单TOP1！达成18连冠！多方领域不断发展并获得大众认可！期待新综艺《潮流合伙人》@THE9-刘雨昕",11月16日 11:18,31,76.0
3065,"#杨洋生图#
杨洋《你是我的荣耀》路透生图小合集
侧颜精致帅气！不愧是生图王者杨洋期待于途@杨洋",11月16日 11:14,53,76.0
3066,"#说英雄谁是英雄开机#
刘宇宁《说英雄谁是英雄》开机
手捧鲜花摆POSE合影，剪刀手卖萌太可爱了祝新剧开机大吉！ L娱乐热头条的微博视频",11月16日 11:09,1188,76.0
3067,"李易峰V榜持续保持【第一】蝉联九连冠！
《隐秘而伟大》开播后稳居电视剧播放指数第一，顾耀东热度口碑一路高升，真的值得#李易峰顾耀东# @李易峰",11月16日 11:05,140,76.0
3068,#王一博转信号枪#拽拽的转枪小动作，真的的好酷帅，也就看了亿遍吧 L娱乐热头条的微博视频,11月16日 10:53,317,76.0
3069,#华晨宇变声小鬼才#哈哈哈哈哈不愧是歌王的嗓子也许世界上最远的距离，就是华晨宇在你身边，你却不知道他是华晨宇 L娱乐热头条的微博视频,11月16日 10:50,188,76.0
3070,有被暖到！粉丝要给鹿晗递信被保镖拦住了，但鹿哥还是坚持收了粉丝的信@M鹿M L娱乐热头条的微博视频,11月15日 22:57,98,76.0
3071,"#刘雨昕潮流合伙人#
刘雨昕潮流合伙人饭拍图，侧颜好鲨@THE9-刘雨昕",11月15日 22:56,17,76.0
3072,2020新一期待播剧榜单公开，肖战《斗罗大陆》再次登顶冠军 °2020新一期待播剧榜单公开，肖战《斗罗大陆》...,11月15日 22:35,3054,76.0
3073,11天，肖战代言销售额超6000万，4个品牌均位列同类别第一！就很优秀 °11天，肖战代言销售额超6000万，4个品牌均位...,11月15日 22:10,4329,76.0
3074,"王一博和平精英直播饭拍合集
电竞男神一博好帅！从此心中电竞男主有脸了@UNIQ-王一博

#迪丽热巴华晨宇王一博杨超越四排##王一博游戏ID非著名八倍镜#",11月15日 21:35,184,76.0
3075,"#迪丽热巴游戏ID西北孤傲的狼#
迪丽热巴#和平精英直播#
游戏名：西北孤傲的狼
迪丽热巴的解释：因为我来自西北，我很孤傲，我喜欢狼 L娱乐热头条的微博视频",11月15日 20:58,2511,76.0
3076,"王一博#和平精英直播#
游戏昵称：非著名八倍镜
游戏里车技也是超6的！开吉普还捡到空投：AWM！#王一博游戏ID非著名八倍镜#@UNIQ-王一博 L娱乐热头条的微博视频",11月15日 20:54,1223,76.0
3077,"#刘雨昕紫色西装#
刘雨昕潮流合伙人饭拍
紫色西装好飒！侧颜太鲨了@THE9-刘雨昕",11月15日 18:52,67,76.0
3078,"杨洋《你是我的荣耀》最新路透
侧颜生图好绝！疯狂期待于途#杨洋于途# @杨洋",11月15日 18:50,99,76.0
3079,王一博活动现场饭拍！大屏幕上的酷盖也好帅呀#王一博生图#@UNIQ-王一博 L娱乐热头条的微博视频,11月15日 15:56,211,76.0
3080,"#肖战粉丝艺能大赏#
手绘、剪纸、蛋雕、书法、摄影、黏土、美食、沙画、剪辑等，样样精通，就没有不会的！真是饭随爱豆多才多艺@X玖少年团肖战DAYTOY",11月15日 15:54,7571,76.0
3081,我……的……猪肚……鸡还没……发货,22分钟前,14,77.0
3082,分享图片,今天 18:09,64,77.0
3083,你们真是托了我的福，肖战在关心我姨妈痛罢了。,今天 15:33,68,77.0
